fragment,Fixation Duration_mean,Fixation Duration_sum,Fixation Duration_max,Fixation Duration_min,Fixation Duration_median,Fixation Duration_std,Fixation Duration 250_mean,Fixation Duration 250_sum,Fixation Duration 250_max,Fixation Duration 250_min,Fixation Duration 250_median,Fixation Duration 250_std,Fixation Duration 500_mean,Fixation Duration 500_sum,Fixation Duration 500_max,Fixation Duration 500_min,Fixation Duration 500_median,Fixation Duration 500_std,Fixation Count_mean,Fixation Count_sum,Fixation Count_max,Fixation Count_min,Fixation Count_median,Fixation Count_std,Fixation Count 250_mean,Fixation Count 250_sum,Fixation Count 250_max,Fixation Count 250_min,Fixation Count 250_median,Fixation Count 250_std,Fixation Count 500_mean,Fixation Count 500_sum,Fixation Count 500_max,Fixation Count 500_min,Fixation Count 500_median,Fixation Count 500_std,fixation_NumberOfPupilPeaks_mean,fixation_NumberOfPupilPeaks_sum,fixation_NumberOfPupilPeaks_max,fixation_NumberOfPupilPeaks_min,fixation_NumberOfPupilPeaks_median,fixation_NumberOfPupilPeaks_std,fixation_PupilSize_mean_mean,fixation_PupilSize_mean_sum,fixation_PupilSize_mean_max,fixation_PupilSize_mean_min,fixation_PupilSize_mean_median,fixation_PupilSize_mean_std,fixation_PupilSize_median_mean,fixation_PupilSize_median_sum,fixation_PupilSize_median_max,fixation_PupilSize_median_min,fixation_PupilSize_median_median,fixation_PupilSize_median_std,fixation_PupilSize_max_mean,fixation_PupilSize_max_sum,fixation_PupilSize_max_max,fixation_PupilSize_max_min,fixation_PupilSize_max_median,fixation_PupilSize_max_std,fixation_PupilSize_min_mean,fixation_PupilSize_min_sum,fixation_PupilSize_min_max,fixation_PupilSize_min_min,fixation_PupilSize_min_median,fixation_PupilSize_min_std,fixation_PupilSize_std_mean,fixation_PupilSize_std_sum,fixation_PupilSize_std_max,fixation_PupilSize_std_min,fixation_PupilSize_std_median,fixation_PupilSize_std_std,fixation_PupilSize_sum_mean,fixation_PupilSize_sum_sum,fixation_PupilSize_sum_max,fixation_PupilSize_sum_min,fixation_PupilSize_sum_median,fixation_PupilSize_sum_std,fixation_PupilPeaksAmplitude_mean_mean,fixation_PupilPeaksAmplitude_mean_sum,fixation_PupilPeaksAmplitude_mean_max,fixation_PupilPeaksAmplitude_mean_min,fixation_PupilPeaksAmplitude_mean_median,fixation_PupilPeaksAmplitude_mean_std,fixation_PupilPeaksAmplitude_median_mean,fixation_PupilPeaksAmplitude_median_sum,fixation_PupilPeaksAmplitude_median_max,fixation_PupilPeaksAmplitude_median_min,fixation_PupilPeaksAmplitude_median_median,fixation_PupilPeaksAmplitude_median_std,fixation_PupilPeaksAmplitude_max_mean,fixation_PupilPeaksAmplitude_max_sum,fixation_PupilPeaksAmplitude_max_max,fixation_PupilPeaksAmplitude_max_min,fixation_PupilPeaksAmplitude_max_median,fixation_PupilPeaksAmplitude_max_std,fixation_PupilPeaksAmplitude_min_mean,fixation_PupilPeaksAmplitude_min_sum,fixation_PupilPeaksAmplitude_min_max,fixation_PupilPeaksAmplitude_min_min,fixation_PupilPeaksAmplitude_min_median,fixation_PupilPeaksAmplitude_min_std,fixation_PupilPeaksAmplitude_std_mean,fixation_PupilPeaksAmplitude_std_sum,fixation_PupilPeaksAmplitude_std_max,fixation_PupilPeaksAmplitude_std_min,fixation_PupilPeaksAmplitude_std_median,fixation_PupilPeaksAmplitude_std_std,fixation_PupilPeaksAmplitude_sum_mean,fixation_PupilPeaksAmplitude_sum_sum,fixation_PupilPeaksAmplitude_sum_max,fixation_PupilPeaksAmplitude_sum_min,fixation_PupilPeaksAmplitude_sum_median,fixation_PupilPeaksAmplitude_sum_std,IsfixationInSpatialCluster_mean,IsfixationInSpatialCluster_sum,IsfixationInSpatialCluster_max,IsfixationInSpatialCluster_min,IsfixationInSpatialCluster_median,IsfixationInSpatialCluster_std,IsfixationInSpatialTemporalCluster_mean,IsfixationInSpatialTemporalCluster_sum,IsfixationInSpatialTemporalCluster_max,IsfixationInSpatialTemporalCluster_min,IsfixationInSpatialTemporalCluster_median,IsfixationInSpatialTemporalCluster_std,Spacecluster_countUniqueClusters,SpaceTimeCluster_countUniqueClusters,non-horizontal saccade_mean,non-horizontal saccade_sum,non-horizontal saccade_max,non-horizontal saccade_min,non-horizontal saccade_median,non-horizontal saccade_std,horizontal saccade_mean,horizontal saccade_sum,horizontal saccade_max,horizontal saccade_min,horizontal saccade_median,horizontal saccade_std,no saccade_mean,no saccade_sum,no saccade_max,no saccade_min,no saccade_median,no saccade_std,saccadic amplitude_mean,saccadic amplitude_sum,saccadic amplitude_max,saccadic amplitude_min,saccadic amplitude_median,saccadic amplitude_std,Sub-scanAverageWeightedDegree_mean,Sub-scanAverageWeightedDegree_sum,Sub-scanAverageWeightedDegree_max,Sub-scanAverageWeightedDegree_min,Sub-scanAverageWeightedDegree_median,Sub-scanAverageWeightedDegree_std,Sub-scanNtranstions_mean,Sub-scanNtranstions_sum,Sub-scanNtranstions_max,Sub-scanNtranstions_min,Sub-scanNtranstions_median,Sub-scanNtranstions_std,Sub-scanNUniqueVisits_mean,Sub-scanNUniqueVisits_sum,Sub-scanNUniqueVisits_max,Sub-scanNUniqueVisits_min,Sub-scanNUniqueVisits_median,Sub-scanNUniqueVisits_std,Sub-scanDensity_mean,Sub-scanDensity_sum,Sub-scanDensity_max,Sub-scanDensity_min,Sub-scanDensity_median,Sub-scanDensity_std,Sub-scanEntropy_mean,Sub-scanEntropy_sum,Sub-scanEntropy_max,Sub-scanEntropy_min,Sub-scanEntropy_median,Sub-scanEntropy_std,label_fragmentHighlighted_,participant,task
other,163.5042938,1308.03435,349.9524,74.999,133.290075,86.36145321,349.9524,349.9524,349.9524,349.9524,349.9524,,,0,,,,,1,8,1,1,1,0,0.125,1,1,0,0,0.353553391,0,0,0,0,0,0,1.875,15,3,1,2,0.640869944,1.00490405,8.039232398,1.137179523,0.842712509,1.036399024,0.119039567,1.003920819,8.031366549,1.135378386,0.838619124,1.028825415,0.117922106,1.10515975,8.841278,1.186026147,0.920819233,1.137605339,0.101514067,0.893782739,7.150261913,1.078354895,0.722963009,0.940537007,0.143162293,0.062256076,0.498048612,0.090928681,0.033647088,0.060536503,0.019741159,84.6874857,677.4998856,95.52307991,70.78785076,87.05751797,10.26652247,0.124155662,0.993245298,0.168095211,0.06812265,0.131465528,0.039307027,0.125411831,1.003294652,0.168095211,0.06812265,0.131465528,0.038163761,0.178063854,1.424510833,0.268067772,0.06812265,0.166762649,0.064826645,0.068991301,0.551930408,0.153202043,0.0010118,0.06812265,0.050445626,0.097189187,0.583135121,0.141382552,0.049917667,0.100267342,0.042350727,0.231759725,1.854077803,0.336190423,0.06812265,0.262931056,0.09412809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,4,1,0,0.5,0.534522484,0.5,4,1,0,0.5,0.534522484,0,0,0,0,0,0,6.041684509,48.33347607,12,1,6.121320344,3.927638083,1.8,14.4,2,1.6,1.8,0.213808994,4,32,4,4,4,0,4.5,36,5,4,4.5,0.534522484,0.9,7.2,1,0.8,0.9,0.106904497,2,16,2,2,2,0,0,P01,t7_eclipse (C_5.java)
question,109.5344643,766.74125,233.29405,66.6555,66.691,71.4168069,,0,,,,,,0,,,,,1,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857142857,6,2,0,1,0.690065559,1.012960937,7.090726556,1.261195647,0.760815488,1.012043615,0.191523755,1.022633349,7.158433444,1.276638398,0.715667923,1.098926061,0.224638912,1.218610635,8.530274447,1.308414483,1.093691782,1.250609976,0.087905651,0.798737789,5.59116452,1.13635208,0.501587967,0.930021099,0.284431121,0.143292823,1.003049761,0.316295271,0.042576937,0.071487416,0.108182244,85.35631093,597.4941765,105.9404344,64.66931652,85.01166365,16.02392634,0.225739007,1.128695034,0.432304109,0.085882667,0.213534929,0.127894582,0.225739007,1.128695034,0.432304109,0.085882667,0.213534929,0.127894582,0.2426207,1.213103501,0.432304109,0.170291134,0.213534929,0.108992901,0.208857313,1.044286567,0.432304109,0.0014742,0.213534929,0.153897731,0.119371599,0.119371599,0.119371599,0.119371599,0.119371599,,0.1735111,1.214577701,0.432304109,0,0.171765334,0.148100966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571429,3,1,0,0,0.534522484,0.571428571,4,1,0,1,0.534522484,0,0,0,0,0,0,27.37934937,191.6554456,46,10,25.23885893,15.30576468,0.666666667,4.666666667,2,0,0,0.860662966,1.142857143,8,4,0,0,1.573591585,1.428571429,10,4,0,0,1.812653934,0.777777778,2.333333333,1,0.666666667,0.666666667,0.19245009,1.333333333,4,2,1,1,0.577350269,0,P01,t7_eclipse (C_5.java)
while loop,193.2509716,49278.99775,616.63635,66.61345,174.9932,106.6870311,355.4730726,18840.07285,616.63635,250.0085,316.67685,103.2214617,569.4172167,3416.5033,616.63635,508.3511,562.46155,41.70203208,1,255,1,1,1,0,0.207843137,53,1,0,0,0.406561894,0.023529412,6,1,0,0,0.15187572,1.423529412,363,4,0,1,0.837738857,1.060412309,270.4051388,1.321914417,0.691715953,1.067568204,0.10724311,1.065589844,271.7254102,1.322330892,0.654073042,1.074937404,0.113444924,1.16986954,298.3167328,1.335894458,0.943022885,1.182074848,0.084515339,0.933234231,237.974729,1.303872177,0.255130796,0.927660434,0.150452673,0.075207756,19.17797782,0.313746137,0.010574894,0.071188186,0.045838875,89.24384512,22757.1805,111.0408111,58.10414003,90.14944878,9.018413643,0.135751241,32.03729292,0.779046346,7.06E-06,0.095402877,0.13948624,0.133798957,31.57655376,0.779046346,6.59E-06,0.094584397,0.14078157,0.166344444,39.2572887,0.779046346,7.06E-06,0.130556866,0.150953703,0.108012425,25.49093221,0.779046346,1.02E-06,0.043923849,0.147640335,0.09763417,9.275246127,0.366741315,2.79E-05,0.063918706,0.089643358,0.162155701,41.34970375,0.779046346,0,0.126610182,0.155418348,0.149019608,38,1,0,0,0.35680811,0.058823529,15,1,0,0,0.23575684,3,7,0.580392157,148,1,0,1,0.494465275,0.388235294,99,1,0,0,0.488306998,0.031372549,8,1,0,0,0.174665255,7.721763097,1969.04959,29.12043956,0,6,6.359773167,1.875163399,478.1666667,4,0,2,0.83277785,3.121568627,796,5,0,3,1.481156407,3.160784314,806,6,0,3,1.255551206,0.996180556,239.0833333,2,0.5,1,0.354460184,1.514332836,363.4398806,2.321928095,0,1.584962501,0.66041764,1,P01,t7_eclipse (C_5.java)
array list definition,171.5075167,2058.0902,258.34205,74.95315,174.97015,62.82008575,258.34205,258.34205,258.34205,258.34205,258.34205,,,0,,,,,1,12,1,1,1,0,0.083333333,1,1,0,0,0.288675135,0,0,0,0,0,0,1.333333333,16,2,0,1,0.651338947,1.047685405,12.57222486,1.178600532,0.882232749,1.052078513,0.082910976,1.063055015,12.75666017,1.181185018,0.964735132,1.050744265,0.074940009,1.152238049,13.82685658,1.269380819,1.034522912,1.153177839,0.069275543,0.908730263,10.90476316,1.130631307,0.497182629,0.921424038,0.159334653,0.081267532,0.975210379,0.222093727,0.01773612,0.058983196,0.060961799,88.00557405,1056.066889,99.00244465,74.10755094,88.3745951,6.964521978,0.235327105,2.588598155,0.942402235,0.003342363,0.113655592,0.29744161,0.235327105,2.588598155,0.942402235,0.003342363,0.113655592,0.29744161,0.281161922,3.092781145,0.942402235,0.003342363,0.115679142,0.311371729,0.189492288,2.084415166,0.942402235,0.003342363,0.039404919,0.311844083,0.142604484,0.713022422,0.447859092,0.054787517,0.063405501,0.171098438,0.264919232,3.179030789,0.942402235,0,0.120423525,0.307123351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916666667,11,1,0,1,0.288675135,0,0,0,0,0,0,0.083333333,1,1,0,0,0.288675135,7.671263575,92.0551629,22.02271555,0,3.924095981,6.549257987,2.295634921,27.54761905,3.5,1.333333333,2.19047619,0.885035485,3.833333333,46,7,2,3,1.800673275,3.5,42,7,2,3.5,1.381698559,1.14781746,13.77380952,1.75,0.666666667,1.095238095,0.442517743,1.594834898,19.13801878,2.584962501,0.918295834,1.584962501,0.67038076,0,P01,t6_eclipse (C_4.java)
for loop,193.1102004,51753.5337,991.5708,66.6317,166.65105,118.2898509,348.9837382,23730.8942,991.5708,250.0158,316.661075,116.3673585,651.3096667,3907.858,991.5708,558.29875,587.410775,167.5214577,1,268,1,1,1,0,0.253731343,68,1,0,0,0.435959782,0.02238806,6,1,0,0,0.148218783,1.384328358,371,5,0,1,0.84670363,1.103513186,295.741534,1.301338729,0.75866062,1.104949085,0.124506635,1.112949626,298.2704998,1.316024198,0.754874891,1.120920639,0.123682242,1.210760803,324.4838953,1.371575746,0.927139452,1.237504319,0.09030825,0.971640163,260.3995638,1.277348522,0.329573435,0.983791159,0.19900469,0.077001085,20.63629081,0.369345283,0.0039269,0.062917426,0.0606022,92.79248338,24868.38555,109.3124532,63.72749212,93.26190901,10.46107788,0.155255162,37.88225941,1.009059174,1.27E-05,0.098893151,0.174792656,0.151291189,36.91505014,1.009059174,1.27E-05,0.095259862,0.176396479,0.194148268,47.37217731,1.009059174,1.27E-05,0.120076397,0.206860836,0.120986264,29.52064838,1.009059174,7.83E-07,0.043569384,0.177309685,0.125343327,12.03295935,0.642301367,4.02E-05,0.067571915,0.145445213,0.183907791,49.28728787,1.062140919,0,0.110800267,0.209967618,0.223880597,60,1,0,0,0.417622862,0.130597015,35,1,0,0,0.337589519,1,13,0.320895522,86,1,0,0,0.467694101,0.649253731,174,1,0,1,0.478096455,0.029850746,8,1,0,0,0.170493819,9.199521339,2465.471719,39.45883931,0,7,7.618929785,1.36119403,364.8,3.5,0,1.333333333,0.787053948,1.914179104,513,7,0,2,1.40494861,2.279850746,611,6,0,2,1.349172578,0.821621622,182.4,1.75,0.5,0.75,0.26590289,1.018413479,226.0877924,2.521640636,0,1,0.69160123,0,P01,t6_eclipse (C_4.java)
next function,174.3372723,54044.5544,1199.8517,66.5861,141.69595,117.6191247,361.5683536,20247.8278,1199.8517,250.02265,316.591925,149.1491394,781.1564375,3124.62575,1199.8517,533.2735,695.750275,289.9466783,1,310,1,1,1,0,0.180645161,56,1,0,0,0.385345938,0.012903226,4,1,0,0,0.113039603,1.370967742,425,4,0,1,0.801169674,1.085864154,336.6178878,1.311878628,0.807301232,1.074268655,0.11042495,1.092400552,338.644171,1.313412479,0.793695263,1.085737921,0.116563005,1.190652582,369.1023003,1.377717674,0.93153428,1.204297736,0.088694121,0.961029906,297.919271,1.288314622,0.312836329,0.955814605,0.161667545,0.073741878,22.85998221,0.35408392,0.003323429,0.064022548,0.048764215,91.34141743,28315.8394,110.1978048,67.81330346,90.71809454,9.286992001,0.162959945,46.44358446,1.271262176,1.61E-05,0.100530994,0.191711794,0.158819181,45.26346666,1.271262176,1.61E-05,0.095749435,0.193652571,0.192432668,54.8433104,1.271262176,1.61E-05,0.151932596,0.196402934,0.137883794,39.2968813,1.271262176,7.83E-07,0.052781123,0.201281247,0.096873822,10.17175127,0.51441055,0.001226838,0.085413397,0.081844454,0.183915076,57.0136737,1.271262176,0,0.145614118,0.199144818,0.135483871,42,1,0,0,0.342793008,0.061290323,19,1,0,0,0.240249896,4,8,0.538709677,167,1,0,1,0.49930529,0.435483871,135,1,0,0,0.496621848,0.025806452,8,1,0,0,0.158813852,11.35767757,3520.880046,46.01086828,0,7.071067812,10.40475055,1.792565284,555.6952381,4,0,2,0.987658112,2.812903226,872,6,0,3,1.5694787,2.793548387,866,7,0,3,1.399013865,1.029065256,277.847619,2,0.5,1,0.378126924,1.415480205,382.1796554,2.584962501,0,1.584962501,0.58332305,1,P01,t6_eclipse (C_4.java)
objects declaration and add to array,212.4349216,61393.69235,883.24835,66.5946,174.9441,140.0372116,392.3723171,30997.41305,883.24835,250.00185,341.6368,143.240792,656.9979769,8540.9737,883.24835,525.02515,683.254,112.2814509,1,289,1,1,1,0,0.273356401,79,1,0,0,0.446455346,0.044982699,13,1,0,0,0.207625672,1.384083045,400,5,0,1,0.850585546,1.090882101,315.2649273,1.309494125,0.701284284,1.100881744,0.111475806,1.101926378,318.4567233,1.32079985,0.715579682,1.121535693,0.109836678,1.195287302,345.4380303,1.346510841,0.893053511,1.203217657,0.083399467,0.955459437,276.1277773,1.281096018,0.290136755,0.965073083,0.198930151,0.07632726,22.05857821,0.339023023,0.004298302,0.064030249,0.061212898,91.75616787,26517.53251,109.9975065,58.90787983,92.72002301,9.396093181,0.160478936,41.7245234,1.047337771,1.79E-05,0.096592102,0.197259793,0.155640198,40.4664514,1.047337771,1.79E-05,0.089727466,0.199300424,0.197571629,51.36862345,1.047337771,1.79E-05,0.126451242,0.221371402,0.128811919,33.491099,1.047337771,3.23E-07,0.039063098,0.200495574,0.113536715,11.80781839,0.654667385,0.000331317,0.064310066,0.135688245,0.186225394,53.81913884,1.140161779,0,0.114179351,0.224327044,0.256055363,74,1,0,0,0.437209837,0.048442907,14,1,0,0,0.215072657,5,7,0.678200692,196,1,0,1,0.467976823,0.283737024,82,1,0,0,0.451592722,0.034602076,10,1,0,0,0.183086759,6.337596688,1831.565443,46.69047012,0,4,7.223917863,2.02453452,585.0904762,4,0,2,0.736169579,3.553633218,1027,7,0,3,1.501641099,3.491349481,1009,7,0,3,1.041213858,1.015782077,292.5452381,2,0.5,1,0.363834801,1.577349082,454.2765356,2.584962501,0,1.584962501,0.643180622,0,P01,t6_eclipse (C_4.java)
other,191.6531643,1341.57215,349.9933,66.66615,183.3432,122.5616034,313.8634,941.5902,349.9933,283.29985,308.29705,33.69335628,,0,,,,,1,7,1,1,1,0,0.428571429,3,1,0,0,0.534522484,0,0,0,0,0,0,1.428571429,10,2,1,1,0.534522484,1.118038994,7.826272961,1.263723279,0.841122175,1.20786271,0.168077461,1.120512899,7.843590294,1.277860544,0.853957338,1.210388718,0.172212819,1.202232492,8.415627447,1.321052081,0.902499666,1.310067819,0.169145939,1.033176559,7.232235915,1.18693408,0.759240331,1.114310531,0.166402215,0.053549189,0.374844321,0.071742579,0.030682033,0.052480913,0.012955287,94.04368859,658.3058202,106.1527554,70.65426271,101.4869432,13.93454201,0.145290615,1.017034304,0.543010893,0.017749494,0.082015723,0.179416654,0.145290615,1.017034304,0.543010893,0.017749494,0.082015723,0.179416654,0.1772257,1.240579901,0.543010893,0.017749494,0.162798222,0.176316371,0.11335553,0.793488707,0.543010893,0.001233224,0.05299419,0.191012339,0.105380405,0.316141215,0.114243706,0.100948755,0.100948755,0.007675844,0.192543072,1.347801505,0.543010893,0.017749494,0.164031446,0.179996941,0,0,0,0,0,0,0.285714286,2,1,0,0,0.487950036,0,1,0.571428571,4,1,0,1,0.534522484,0.428571429,3,1,0,0,0.534522484,0,0,0,0,0,0,12.08855085,84.61985593,28.0713377,1,8.246211251,10.24750839,1.80952381,12.66666667,2,1.333333333,2,0.325300024,2.714285714,19,3,2,3,0.487950036,3,21,3,3,3,0,0.904761905,6.333333333,1,0.666666667,1,0.162650012,1.417830358,9.924812504,1.584962501,1,1.584962501,0.285432474,0,P01,t6_eclipse (C_4.java)
add to array,229.7190571,3216.0668,549.92925,91.6601,191.588975,132.7849317,374.94645,1874.73225,549.92925,291.6387,299.9734,114.2403059,549.92925,549.92925,549.92925,549.92925,549.92925,,1,14,1,1,1,0,0.357142857,5,1,0,0,0.497245158,0.071428571,1,1,0,0,0.267261242,1.214285714,17,3,0,1,0.801783726,1.121408425,15.69971795,1.240660458,1.013743213,1.109288416,0.082024093,1.129323115,15.81052361,1.263525273,1.000453056,1.121307023,0.092317805,1.212220871,16.97109219,1.337712489,1.084188533,1.231025589,0.090155807,0.999334076,13.99067706,1.147191912,0.909142672,0.973448009,0.081403468,0.072429558,1.014013813,0.127397592,0.025038441,0.073371631,0.034551425,94.19830767,1318.776307,104.2154785,85.1544299,93.18022692,6.890023804,0.176165509,2.11398611,0.57204914,0.001393224,0.111768814,0.18171234,0.175213929,2.102567152,0.57204914,0.001393224,0.111768814,0.18249724,0.195159436,2.341913232,0.57204914,0.001393224,0.113887787,0.172700145,0.158123162,1.897477947,0.57204914,0.001393224,0.073089109,0.194540765,0.07390774,0.295630959,0.134411943,0.04565956,0.057779728,0.041442829,0.173217872,2.425050211,0.57204914,0,0.121520508,0.172482543,0,0,0,0,0,0,0.142857143,2,1,0,0,0.36313652,0,1,0.714285714,10,1,0,1,0.468807231,0.285714286,4,1,0,0,0.468807231,0,0,0,0,0,0,5.509839486,77.1377528,17.49285568,1,2.618033989,5.392183544,1.666666667,23.33333333,2.333333333,1,1.5,0.546941769,3.714285714,52,7,1,3,2.399633672,4,56,6,2,4,1.568929081,0.833333333,11.66666667,1.166666667,0.5,0.75,0.273470885,1.540662121,21.56926969,2.807354922,0,1.584962501,1.121209318,0,P01,t3_eclipse (C_1.java)
array list definition,533.30705,533.30705,533.30705,533.30705,533.30705,,533.30705,533.30705,533.30705,533.30705,533.30705,,533.30705,533.30705,533.30705,533.30705,533.30705,,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,1,,2,2,2,2,2,,0.980170798,0.980170798,0.980170798,0.980170798,0.980170798,,0.978919295,0.978919295,0.978919295,0.978919295,0.978919295,,1.103483434,1.103483434,1.103483434,1.103483434,1.103483434,,0.825728855,0.825728855,0.825728855,0.825728855,0.825728855,,0.083493145,0.083493145,0.083493145,0.083493145,0.083493145,,82.33434706,82.33434706,82.33434706,82.33434706,82.33434706,,0.091351544,0.091351544,0.091351544,0.091351544,0.091351544,,0.091351544,0.091351544,0.091351544,0.091351544,0.091351544,,0.182678916,0.182678916,0.182678916,0.182678916,0.182678916,,2.42E-05,2.42E-05,2.42E-05,2.42E-05,2.42E-05,,0.129156409,0.129156409,0.129156409,0.129156409,0.129156409,,0.182703087,0.182703087,0.182703087,0.182703087,0.182703087,,0,0,0,0,0,,0,0,0,0,0,,0,0,1,1,1,1,1,,0,0,0,0,0,,0,0,0,0,0,,9.219544457,9.219544457,9.219544457,9.219544457,9.219544457,,1.6,1.6,1.6,1.6,1.6,,4,4,4,4,4,,5,5,5,5,5,,0.8,0.8,0.8,0.8,0.8,,2,2,2,2,2,,0,P01,t3_eclipse (C_1.java)
graphics draw part1,200.3839857,4208.0637,974.93795,83.31985,141.64935,195.5171265,489.549325,1958.1973,974.93795,266.65575,358.3018,327.5959367,974.93795,974.93795,974.93795,974.93795,974.93795,,1,21,1,1,1,0,0.19047619,4,1,0,0,0.402373908,0.047619048,1,1,0,0,0.21821789,1.476190476,31,3,1,1,0.601585208,1.118575084,23.49007677,1.247784829,0.915231707,1.128415438,0.087548442,1.124763312,23.62002955,1.255627271,0.929983513,1.132321379,0.092913764,1.186084081,24.90776571,1.268300405,0.991723812,1.178898787,0.065477425,1.02981765,21.62617065,1.228560299,0.843466855,0.976029259,0.111783898,0.0488844,1.026572403,0.117524876,0.01069402,0.048120393,0.029991436,94.10879638,1976.284724,104.8139256,77.79469509,94.78689682,7.236215599,0.084918959,1.783298144,0.283124612,0.000521827,0.04679985,0.086767672,0.079823379,1.676290955,0.283124612,3.01E-05,0.04679985,0.088528022,0.120816127,2.537138667,0.321077741,0.001013557,0.04679985,0.124663482,0.054117372,1.136464811,0.283124612,4.02E-06,0.012923272,0.087505038,0.10541745,0.948757049,0.227033404,0.000695411,0.051330447,0.101330367,0.122667865,2.576025166,0.321111861,0.001043654,0.04679985,0.123873067,0,0,0,0,0,0,0.095238095,2,1,0,0,0.300792604,0,1,0.571428571,12,1,0,1,0.507092553,0.333333333,7,1,0,0,0.483045892,0.095238095,2,1,0,0,0.300792604,7.750811976,162.7670515,26.01922366,0,4.123105626,7.322647021,1.698412698,35.66666667,2.5,1,2,0.446028922,2.761904762,58,5,1,3,1.179184545,3.142857143,66,5,2,3,0.853563957,0.849206349,17.83333333,1.25,0.5,1,0.223014461,1.30921339,27.4934812,2.321928095,0,1.584962501,0.738543422,0,P01,t3_eclipse (C_1.java)
graphics draw part2,141.65165,991.56155,308.32995,66.64795,100.017,98.95279812,283.3156,566.6312,308.32995,258.30125,283.3156,35.37563302,,0,,,,,1,7,1,1,1,0,0.285714286,2,1,0,0,0.487950036,0,0,0,0,0,0,1.142857143,8,3,0,1,0.899735411,1.09280976,7.649668319,1.164952849,0.978566146,1.100757638,0.065861802,1.100849477,7.705946342,1.208888898,0.970257673,1.115416119,0.079353383,1.170965154,8.19675608,1.295594033,1.041807248,1.184764287,0.083869405,0.987724599,6.91407219,1.068201966,0.854909531,1.009907042,0.074373136,0.056182392,0.393276744,0.134641958,0.028174309,0.035450034,0.037957124,91.93581499,643.5507049,97.85603931,83.17812243,92.46364159,5.254892455,0.154698957,0.928193743,0.453783652,0.024941026,0.078500439,0.165142116,0.153227463,0.919364776,0.453783652,0.016112059,0.078500439,0.166562786,0.158331731,0.949990386,0.453783652,0.046737669,0.078500439,0.161925248,0.152537678,0.915226068,0.453783652,0.01197335,0.078500439,0.167251334,0.018989535,0.018989535,0.018989535,0.018989535,0.018989535,,0.139725114,0.978075795,0.453783652,0,0.074823078,0.157196736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11.86340066,83.04380464,25.3179778,1,12.64911064,8.344839454,1.93877551,13.57142857,2.666666667,1,2,0.604039242,4.857142857,34,9,1,5,2.911389784,4.571428571,32,7,2,5,1.718249386,0.969387755,6.785714286,1.333333333,0.5,1,0.302019621,1.90990525,13.36933675,3,0,2.321928095,1.054891621,0,P01,t3_eclipse (C_1.java)
graphics draw with index call,188.563612,10182.43505,816.61045,66.62575,129.179325,134.074574,347.5271412,5907.9614,816.61045,258.33265,324.98,125.3988467,816.61045,816.61045,816.61045,816.61045,816.61045,,1,54,1,1,1,0,0.314814815,17,1,0,0,0.468803136,0.018518519,1,1,0,0,0.136082763,1.5,81,4,0,1,0.818420015,1.104635723,59.65032907,1.245947093,0.857504948,1.128849273,0.082551296,1.110509309,59.96750268,1.251505901,0.923261293,1.129336301,0.085168598,1.186757304,64.08489441,1.288034196,1.034287574,1.19626768,0.060986992,1.010477654,54.56579331,1.207677053,0.483913517,1.016659531,0.116116395,0.055377932,2.990408303,0.226989088,0.003390285,0.048566831,0.033619497,92.83154832,5012.903609,104.6595558,72.03041564,94.8233389,6.956087576,0.098948288,4.947414409,0.39428964,0.001013557,0.060645563,0.102948749,0.097706748,4.885337394,0.39428964,0.001013557,0.060645563,0.103844182,0.131806382,6.590319077,0.444706673,0.001013557,0.103140606,0.12809282,0.067316236,3.365811817,0.39428964,6.55E-06,0.008042085,0.105452437,0.089482605,2.237065128,0.312154158,0.001910706,0.057590439,0.094578682,0.128392107,6.933173793,0.447960703,0,0.097165718,0.12901281,0.277777778,15,1,0,0,0.452108964,0.092592593,5,1,0,0,0.29258242,1,2,0.555555556,30,1,0,1,0.501569863,0.388888889,21,1,0,0,0.492075568,0.055555556,3,1,0,0,0.231212282,9.644049533,520.7786748,31.89043744,0,5.049509757,8.943833825,1.762345679,95.16666667,2.666666667,1,2,0.469847484,3.018518519,163,8,1,3,1.498310253,3.314814815,179,6,2,3,1.006096024,0.88117284,47.58333333,1.333333333,0.5,1,0.234923742,1.429891722,77.21415298,3,0,1.584962501,0.703176779,0,P01,t3_eclipse (C_1.java)
